Product Type,Stock Keeping Unit,Price,Availability,Number of products sold,Revenue generated,Gender,Stock levels,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Costs,Supply Dates
SkinCare,SKU2100,2052,13,182,2709,Female,65,466,93,DTDC,310,Global Manufacturing,Kalaburagi,26,241,60,38.83420944,Pending,1,Rail,245,23-01-2004
SkinCare,SKU2101,2728,57,248,2378,Female,58,329,53,DHL Express,281,Prime Industries,Kochi,5,373,77,54.70786717,Pending,1,Sea,775,24-01-2004
SkinCare,SKU2102,2596,6,470,3712,Male,96,260,11,DHL Express,224,Prime Trading,Hubli,15,430,78,75.5286343,Fail,1,Road,101,25-01-2004
Cloths,SKU2103,1117,19,150,3415,Male,100,261,90,DTDC,464,Prime Trading,Surat,54,363,50,25.96825382,Fail,2,Road,621,26-01-2004
SkinCare,SKU2104,1685,96,363,7922,Female,62,414,94,India Post,471,Apex Logistics,Dharwad,32,727,6,87.23848499,Pass,3,Rail,658,27-01-2004
Health Care,SKU2105,1546,53,309,5108,Female,79,398,57,DTDC,479,Vertex Suppliers,Pune,85,950,49,55.80155516,Pending,3,Rail,554,28-01-2004
Cosmetics ,SKU2106,1844,15,128,8445,Other,65,399,22,India Post,161,Vertex Industries,Patna,25,186,67,5.333143942,Fail,3,Sea,153,29-01-2004
Cosmetics ,SKU2107,1043,50,437,8447,Female,64,422,80,Mahindra Logistics,137,Vertex Trading,Ahmedabad,86,183,12,98.70727292,Fail,4,Sea,288,30-01-2004
Cloths,SKU2108,1985,14,461,2580,Other,78,478,57,DHL Express,482,Apex Logistics,Patna,85,678,8,43.63465489,Pending,5,Sea,527,31-01-2004
Health Care,SKU2109,2942,93,189,8406,Male,58,419,97,Gati,255,Apex Suppliers,Chandigarh,69,363,26,9.463634126,Pass,4,Air,509,01-02-2004
Yogamats,SKU2110,722,77,118,5351,Other,54,328,22,Blue Dart,418,Vertex Trading,Kochi,78,648,26,77.85368072,Pass,4,Sea,681,02-02-2004
Cosmetics ,SKU2111,2642,91,424,6785,Other,52,227,20,Gati,237,Vertex Logistics,Udupi,8,722,43,95.85347443,Pending,5,Air,601,03-02-2004
Cosmetics ,SKU2112,620,12,150,5145,Female,69,476,55,Gati,204,Apex Suppliers,Udupi,39,250,30,53.35622523,Pass,3,Rail,217,04-02-2004
Cloths,SKU2113,1316,77,431,8192,Male,60,450,98,DTDC,114,Apex Suppliers,Gurgaon,18,331,40,87.08359606,Fail,3,Road,688,05-02-2004
SkinCare,SKU2114,2044,6,459,4352,Female,83,411,74,Blue Dart,108,Apex Suppliers,Ahmedabad,71,218,48,75.83841837,Fail,3,Rail,274,06-02-2004
Yogamats,SKU2115,1259,89,235,4431,Other,65,368,28,XpressBees,387,Prime Industries,Salem,45,879,43,92.86264953,Pass,4,Air,665,07-02-2004
Cloths,SKU2116,1510,61,115,3801,Female,97,332,48,DHL Express,442,Apex Trading,Trichy,47,757,26,65.8396589,Pending,3,Air,971,08-02-2004
Health Care,SKU2117,517,81,327,3313,Male,51,407,94,FedEx,127,Vertex Trading,Thrissur,81,511,16,21.56871635,Pending,1,Rail,131,09-02-2004
HomeGoods,SKU2118,1234,94,274,8176,Other,52,335,36,FedEx,227,Nova Logistics,Thrissur,69,105,24,42.58880172,Fail,1,Sea,220,10-02-2004
HomeGoods,SKU2119,2737,32,308,4291,Female,82,486,98,Blue Dart,405,Global Trading,Mangaluru,45,187,77,11.9599438,Pending,3,Sea,801,11-02-2004
Cosmetics ,SKU2120,1294,40,110,8971,Other,53,251,5,XpressBees,411,Vertex Trading,Dharwad,20,535,51,27.21798805,Fail,1,Road,896,12-02-2004
Cloths,SKU2121,2669,21,455,8183,Female,75,206,65,DHL Express,231,Prime Suppliers,Bhopal,81,575,53,2.169371313,Pending,2,Sea,338,13-02-2004
HomeGoods,SKU2122,888,56,347,2650,Other,62,492,4,Gati,443,Global Logistics,Kannur,41,140,64,62.87276823,Pass,5,Rail,655,14-02-2004
Cloths,SKU2123,2334,34,435,2931,Female,67,227,60,Delhivery,255,Nova Suppliers,Patna,10,961,55,83.44786444,Fail,2,Rail,627,15-02-2004
Cloths,SKU2124,1256,66,381,5293,Female,78,496,87,Blue Dart,316,Apex Manufacturing,Bhubaneswar,79,376,28,51.52786499,Fail,5,Sea,509,16-02-2004
Cosmetics ,SKU2125,2227,7,358,3849,Male,67,251,12,Safexpress,355,Apex Logistics,Jaipur,75,815,6,58.41047995,Fail,5,Sea,968,17-02-2004
Cosmetics ,SKU2126,1861,71,289,5913,Male,57,466,27,India Post,268,Vertex Trading,Visakhapatnam,96,142,11,51.36289257,Fail,5,Air,260,18-02-2004
Yogamats,SKU2127,1014,18,333,8737,Female,99,281,34,Safexpress,294,Vertex Manufacturing,Salem,49,315,23,70.05483577,Pass,4,Rail,390,19-02-2004
Cosmetics ,SKU2128,543,31,352,2846,Female,82,239,12,XpressBees,182,Vertex Suppliers,Trivandrum,42,768,48,37.46665837,Pass,1,Road,742,20-02-2004
Cosmetics ,SKU2129,2557,38,366,2102,Male,85,500,36,Mahindra Logistics,381,Global Suppliers,Madurai,54,341,23,25.68540941,Pass,1,Air,212,21-02-2004
Cosmetics ,SKU2130,2433,100,369,5522,Other,62,355,50,DTDC,116,Prime Trading,Hubli,32,580,25,10.81721936,Fail,4,Air,509,22-02-2004
Cloths,SKU2131,1951,71,173,2528,Female,52,221,45,Gati,286,Nova Industries,Dharwad,18,431,4,94.5084622,Fail,1,Road,537,23-02-2004
HomeGoods,SKU2132,2886,99,160,3244,Female,60,267,51,Mahindra Logistics,113,Global Logistics,Bengaluru,9,748,77,70.00167971,Fail,4,Air,501,24-02-2004
HomeGoods,SKU2133,1859,53,156,7509,Male,64,310,1,Safexpress,296,Apex Industries,Indore,76,563,73,23.19256561,Pending,3,Sea,885,25-02-2004
Health Care,SKU2134,1495,71,318,7079,Male,97,443,60,Delhivery,147,Global Manufacturing,Tumakuru,87,627,61,92.37207093,Fail,4,Rail,918,26-02-2004
Health Care,SKU2135,1880,48,257,6319,Female,100,472,65,Delhivery,256,Vertex Industries,Ahmedabad,5,672,57,12.2124605,Fail,2,Rail,513,27-02-2004
SkinCare,SKU2136,1248,9,113,8491,Male,62,459,97,XpressBees,215,Nova Logistics,Ahmedabad,13,841,20,89.95473956,Pending,2,Rail,792,28-02-2004
Cloths,SKU2137,2756,32,105,4937,Male,98,248,67,DTDC,135,Prime Suppliers,Indore,28,384,45,91.21555701,Fail,1,Air,249,29-02-2004
SkinCare,SKU2138,2037,32,328,2109,Female,56,205,93,Mahindra Logistics,224,Global Trading,Chennai,95,218,8,34.53357269,Pass,4,Sea,223,01-03-2004
SkinCare,SKU2139,816,11,225,7830,Female,57,438,9,India Post,163,Prime Trading,Chandigarh,88,148,40,21.24801679,Pending,1,Sea,170,02-03-2004
Yogamats,SKU2140,963,18,206,6021,Male,83,312,73,FedEx,298,Nova Suppliers,Ranchi,25,512,77,52.77542689,Fail,4,Road,484,03-03-2004
Health Care,SKU2141,1662,49,477,5710,Male,58,264,100,Delhivery,236,Vertex Suppliers,Salem,4,709,14,57.60934432,Pending,5,Air,800,04-03-2004
Cloths,SKU2142,2772,60,198,3660,Male,85,202,80,XpressBees,364,Apex Manufacturing,Surat,34,405,22,97.25301474,Pass,1,Road,111,05-03-2004
Health Care,SKU2143,622,30,366,5144,Male,65,335,50,Safexpress,101,Global Trading,Raipur,8,844,64,23.34605071,Pending,4,Air,130,06-03-2004
SkinCare,SKU2144,2509,14,365,5201,Male,95,226,38,Gati,406,Prime Trading,Noida,1,936,60,5.717997256,Pass,1,Sea,621,07-03-2004
Yogamats,SKU2145,545,40,227,5967,Female,87,409,84,FedEx,379,Global Industries,Surat,7,827,23,26.99994422,Pending,1,Road,583,08-03-2004
Health Care,SKU2146,2720,43,215,7894,Female,62,483,47,Blue Dart,338,Global Trading,Vijayawada,79,567,70,21.3211548,Pending,3,Road,194,09-03-2004
Health Care,SKU2147,2627,81,392,5196,Male,95,295,20,Safexpress,254,Vertex Suppliers,Cuttack,98,597,7,25.42886213,Pass,2,Rail,777,10-03-2004
Yogamats,SKU2148,2936,26,287,8880,Female,66,385,81,India Post,219,Vertex Logistics,Madurai,15,177,2,39.94643205,Pass,3,Rail,728,11-03-2004
Health Care,SKU2149,602,11,416,7382,Female,93,449,48,India Post,156,Apex Manufacturing,Cuttack,82,241,13,22.11673481,Pending,2,Sea,255,12-03-2004
Cloths,SKU2150,2238,63,170,6437,Male,81,430,3,XpressBees,305,Apex Logistics,Raipur,12,599,1,3.604097613,Pass,2,Sea,303,13-03-2004
SkinCare,SKU2151,2227,27,195,6630,Male,77,414,68,Mahindra Logistics,411,Vertex Manufacturing,Mysuru,25,607,7,79.58407967,Pass,4,Road,935,14-03-2004
Cosmetics ,SKU2152,2026,70,336,2052,Female,73,483,76,DTDC,137,Nova Logistics,Madurai,47,884,40,97.11593019,Pass,2,Sea,851,15-03-2004
HomeGoods,SKU2153,1045,95,331,2864,Other,100,242,72,India Post,129,Apex Trading,Bengaluru,68,653,30,8.756395154,Fail,2,Sea,660,16-03-2004
Cosmetics ,SKU2154,910,65,111,3229,Male,83,272,74,Mahindra Logistics,143,Apex Industries,Ranchi,1,451,69,74.85940768,Pending,3,Road,342,17-03-2004
Cosmetics ,SKU2155,2549,28,263,9563,Female,75,369,92,Delhivery,112,Apex Industries,Amritsar,63,614,21,21.59169507,Fail,3,Air,778,18-03-2004
Cosmetics ,SKU2156,1786,46,170,8041,Male,59,293,64,Blue Dart,104,Prime Trading,Belagavi,28,420,8,36.75483635,Pending,2,Rail,892,19-03-2004
HomeGoods,SKU2157,1876,100,317,4235,Female,63,234,96,DTDC,133,Global Manufacturing,Vijayawada,96,431,38,28.23822804,Pending,1,Rail,435,20-03-2004
SkinCare,SKU2158,2389,99,135,7599,Male,66,200,88,Blue Dart,437,Global Logistics,Trichy,89,867,37,31.68960955,Pending,5,Rail,316,21-03-2004
Cosmetics ,SKU2159,2438,96,202,3251,Male,59,471,28,DTDC,105,Nova Industries,Udupi,49,406,60,86.34911415,Fail,2,Sea,382,22-03-2004
Yogamats,SKU2160,2266,28,495,2888,Other,83,441,78,Gati,403,Nova Suppliers,Ranchi,22,563,72,97.35862563,Pass,1,Road,601,23-03-2004
Yogamats,SKU2161,2345,20,434,9173,Male,67,336,60,DTDC,383,Apex Suppliers,Faridabad,65,147,37,51.43439806,Pending,4,Sea,480,24-03-2004
Health Care,SKU2162,1456,53,224,3174,Male,60,259,32,Delhivery,260,Global Trading,Bhubaneswar,28,798,2,89.82021487,Pending,2,Rail,913,25-03-2004
HomeGoods,SKU2163,1776,52,112,6317,Female,90,323,74,Mahindra Logistics,192,Vertex Trading,Mysuru,34,361,48,22.3890283,Pending,4,Sea,175,26-03-2004
SkinCare,SKU2164,2453,47,240,2519,Other,100,203,63,Mahindra Logistics,238,Global Suppliers,Raipur,99,305,17,81.93510364,Fail,3,Air,569,27-03-2004
Yogamats,SKU2165,2911,57,299,5635,Other,75,414,37,XpressBees,232,Global Logistics,Hyderabad,65,630,28,45.00210399,Fail,1,Sea,905,28-03-2004
Health Care,SKU2166,2439,54,365,8331,Male,90,349,29,Blue Dart,498,Prime Logistics,Trichy,95,784,4,5.929279953,Pending,4,Air,250,29-03-2004
Health Care,SKU2167,1624,93,229,5162,Male,69,265,16,Safexpress,346,Nova Logistics,Vadodara,61,470,27,53.75803167,Pending,4,Air,953,30-03-2004
Cosmetics ,SKU2168,1952,97,170,7652,Male,86,288,91,DHL Express,214,Nova Suppliers,Kolkata,91,527,17,25.65535184,Pass,4,Air,728,31-03-2004
Cloths,SKU2169,1430,94,417,7898,Male,60,400,84,DHL Express,335,Global Manufacturing,Ahmedabad,27,176,60,65.17964749,Pass,3,Sea,351,01-04-2004
Cosmetics ,SKU2170,1748,59,294,2836,Female,57,435,31,DHL Express,483,Global Manufacturing,Noida,55,300,71,33.1676759,Pending,5,Air,271,02-04-2004
SkinCare,SKU2171,1841,25,172,8136,Other,64,259,56,India Post,227,Vertex Manufacturing,Mysuru,56,176,11,72.89224691,Fail,4,Road,195,03-04-2004
HomeGoods,SKU2172,2344,84,448,9159,Male,73,254,90,Mahindra Logistics,482,Global Trading,Faridabad,19,166,6,92.43118585,Pass,1,Air,756,04-04-2004
Health Care,SKU2173,2240,51,498,8906,Female,60,379,69,DHL Express,341,Vertex Manufacturing,Patna,38,501,66,93.95694289,Fail,3,Rail,251,05-04-2004
Cloths,SKU2174,1511,80,248,5282,Male,51,378,29,Mahindra Logistics,294,Vertex Suppliers,Bhubaneswar,10,601,50,14.50785392,Pass,4,Rail,746,06-04-2004
Health Care,SKU2175,846,24,191,3105,Female,96,302,70,FedEx,424,Global Industries,Gurgaon,27,425,57,42.81239312,Fail,2,Road,905,07-04-2004
Health Care,SKU2176,1207,20,464,2056,Other,70,265,53,Gati,402,Apex Logistics,Davangere,25,785,8,23.00711325,Fail,1,Sea,553,08-04-2004
SkinCare,SKU2177,1768,7,345,9908,Female,53,314,86,Delhivery,372,Global Industries,Ballari,74,366,59,39.58428032,Pending,2,Rail,887,09-04-2004
Cloths,SKU2178,1844,51,231,9854,Male,75,296,4,Gati,125,Vertex Manufacturing,Trichy,94,514,39,42.95812397,Pending,1,Road,394,10-04-2004
Cosmetics ,SKU2179,2011,31,117,7637,Male,99,413,83,Gati,269,Vertex Trading,Hubli,41,501,30,48.09943511,Pass,3,Road,630,11-04-2004
Cosmetics ,SKU2180,2274,89,302,8815,Female,92,246,56,FedEx,290,Prime Manufacturing,Pune,89,408,52,71.12958063,Fail,3,Road,751,12-04-2004
Cosmetics ,SKU2181,2557,94,499,2408,Other,61,474,9,Blue Dart,381,Vertex Manufacturing,Mumbai,31,469,60,98.88289345,Pass,4,Air,277,13-04-2004
Yogamats,SKU2182,1432,33,405,8677,Other,77,409,21,Delhivery,494,Vertex Suppliers,Chennai,74,572,31,59.09722553,Pending,3,Air,789,14-04-2004
HomeGoods,SKU2183,1388,90,350,4081,Male,62,425,73,XpressBees,177,Vertex Trading,Faridabad,73,712,53,15.39802964,Fail,4,Road,756,15-04-2004
HomeGoods,SKU2184,1904,2,285,9389,Other,88,367,17,Blue Dart,181,Apex Industries,Madurai,34,635,74,34.00240415,Fail,3,Rail,616,16-04-2004
Cosmetics ,SKU2185,944,72,448,2107,Male,92,239,41,DHL Express,424,Global Trading,Mumbai,60,472,21,64.59989621,Pending,4,Road,480,17-04-2004
Health Care,SKU2186,569,70,476,8327,Male,89,431,33,DTDC,308,Prime Logistics,Gurgaon,86,250,26,70.21870099,Pass,2,Rail,1000,18-04-2004
SkinCare,SKU2187,1016,88,391,3235,Female,54,209,99,DHL Express,145,Apex Suppliers,Vijayawada,92,523,56,63.07930581,Pending,5,Rail,762,19-04-2004
Cosmetics ,SKU2188,2960,77,404,3914,Other,86,244,86,India Post,106,Apex Industries,Vadodara,99,771,49,48.0641775,Pending,4,Sea,339,20-04-2004
Cosmetics ,SKU2189,814,73,118,3619,Other,90,458,70,XpressBees,137,Global Logistics,Kozhikode,39,303,75,4.491049016,Pass,5,Rail,215,21-04-2004
Health Care,SKU2190,663,56,227,4644,Male,81,230,28,DHL Express,285,Nova Trading,Vadodara,75,242,66,94.61062665,Pending,3,Air,667,22-04-2004
Health Care,SKU2191,2060,51,260,9020,Male,50,237,95,Gati,155,Nova Trading,Faridabad,93,628,37,4.674474869,Pending,2,Sea,601,23-04-2004
Yogamats,SKU2192,2238,67,378,5803,Male,63,268,11,DHL Express,201,Nova Manufacturing,Patna,35,236,30,68.91636464,Pending,4,Rail,580,24-04-2004
Cosmetics ,SKU2193,721,90,408,6109,Male,72,392,4,Blue Dart,325,Prime Manufacturing,Hyderabad,26,792,76,88.75317049,Fail,2,Road,655,25-04-2004
Cosmetics ,SKU2194,2744,88,428,2396,Other,80,366,34,DTDC,283,Prime Industries,Bhubaneswar,6,869,47,16.94585431,Pass,1,Road,941,26-04-2004
SkinCare,SKU2195,2628,19,179,6924,Female,86,425,5,Mahindra Logistics,224,Nova Industries,Madurai,9,131,56,98.0954516,Pass,3,Road,893,27-04-2004
Cosmetics ,SKU2196,635,78,230,5018,Female,74,307,81,Gati,305,Prime Suppliers,Surat,83,323,79,35.74316281,Pending,2,Road,767,28-04-2004
HomeGoods,SKU2197,866,99,244,8594,Male,87,311,8,XpressBees,324,Global Logistics,Cuttack,38,698,4,60.26153295,Pending,1,Air,345,29-04-2004
Yogamats,SKU2198,2705,52,341,3013,Male,91,380,63,Mahindra Logistics,114,Apex Logistics,Udupi,12,347,69,32.44814675,Pending,1,Air,937,30-04-2004
Cosmetics ,SKU2199,2139,8,415,7842,Male,59,498,35,Blue Dart,190,Vertex Manufacturing,Cuttack,81,656,30,36.10896929,Fail,4,Air,391,01-05-2004
HomeGoods,SKU2200,2690,77,112,8294,Other,68,396,62,Blue Dart,273,Prime Logistics,Jaipur,4,184,49,95.56627786,Fail,5,Road,570,02-05-2004
SkinCare,SKU2201,2066,74,156,5235,Female,55,395,85,FedEx,179,Apex Manufacturing,Bengaluru,93,466,1,88.48687269,Pass,2,Air,270,03-05-2004
Health Care,SKU2202,2094,8,374,2338,Female,54,202,54,DHL Express,125,Prime Logistics,Chandigarh,43,137,9,43.48194395,Fail,3,Rail,188,04-05-2004
Yogamats,SKU2203,821,17,410,2415,Female,65,271,6,India Post,325,Global Logistics,Visakhapatnam,91,783,52,77.76612372,Pending,3,Air,892,05-05-2004
Cloths,SKU2204,737,29,176,5733,Male,92,304,74,India Post,403,Apex Trading,Delhi,57,881,18,84.07973749,Pending,3,Sea,920,06-05-2004
Health Care,SKU2205,2702,64,321,5370,Female,51,207,57,Blue Dart,359,Prime Industries,Kolkata,43,975,40,62.55015275,Fail,2,Road,776,07-05-2004
SkinCare,SKU2206,1395,22,393,3789,Male,76,461,67,XpressBees,376,Prime Logistics,Tiruppur,64,399,46,57.43155749,Fail,1,Road,512,08-05-2004
SkinCare,SKU2207,676,6,150,5206,Other,60,315,71,Delhivery,446,Apex Logistics,Bhubaneswar,91,321,3,37.94601748,Pending,1,Air,538,09-05-2004
Yogamats,SKU2208,1315,90,413,5814,Male,62,446,27,Mahindra Logistics,248,Nova Suppliers,Delhi,86,560,2,90.82807873,Pass,1,Rail,386,10-05-2004
Cosmetics ,SKU2209,2372,16,276,3011,Male,57,384,45,DTDC,299,Apex Industries,Pune,76,457,3,73.48316059,Pass,3,Sea,761,11-05-2004
Health Care,SKU2210,2326,78,101,9789,Other,74,200,96,FedEx,234,Global Trading,Coimbatore,20,669,6,98.07837855,Pass,5,Air,350,12-05-2004
HomeGoods,SKU2211,2940,50,407,5469,Male,68,302,98,Blue Dart,378,Global Trading,Ballari,29,370,38,5.860761778,Pending,3,Rail,142,13-05-2004
Health Care,SKU2212,707,8,244,7563,Female,65,316,85,Blue Dart,148,Nova Suppliers,Bhubaneswar,30,872,28,91.06515925,Pass,4,Air,153,14-05-2004
SkinCare,SKU2213,1861,54,360,5527,Male,64,247,96,DTDC,176,Apex Suppliers,Belagavi,1,282,52,63.3812024,Pending,3,Road,293,15-05-2004
Cloths,SKU2214,2766,51,394,4266,Other,66,332,50,Gati,180,Global Industries,Raipur,71,422,18,25.65806118,Pending,1,Air,348,16-05-2004
Health Care,SKU2215,2517,63,163,3096,Female,90,290,7,FedEx,166,Nova Logistics,Coimbatore,94,813,14,96.87538419,Pass,3,Air,103,17-05-2004
Cosmetics ,SKU2216,1204,85,129,6855,Male,87,426,68,Safexpress,372,Prime Industries,Bhopal,6,911,60,60.26796962,Fail,4,Road,255,18-05-2004
Cosmetics ,SKU2217,2252,17,258,6821,Female,51,416,24,Safexpress,133,Apex Trading,Hubli,16,717,53,3.034459613,Pass,4,Road,961,19-05-2004
Cloths,SKU2218,635,71,371,9824,Other,96,255,49,DTDC,349,Nova Manufacturing,Bengaluru,10,724,79,74.25198589,Fail,5,Sea,169,20-05-2004
Cosmetics ,SKU2219,1279,60,445,2753,Female,72,339,79,Safexpress,469,Prime Trading,Gurgaon,100,798,9,85.07259126,Fail,1,Sea,780,21-05-2004
SkinCare,SKU2220,1513,44,413,5090,Male,87,390,14,DHL Express,384,Prime Logistics,Madurai,97,210,80,75.32368508,Pending,2,Rail,944,22-05-2004
Health Care,SKU2221,899,39,427,6547,Female,78,465,55,FedEx,245,Nova Manufacturing,Trichy,3,483,34,88.92638467,Pass,4,Rail,326,23-05-2004
Health Care,SKU2222,2059,17,399,5289,Male,62,262,81,India Post,132,Apex Industries,Delhi,99,981,26,36.69325375,Pending,5,Road,713,24-05-2004
Yogamats,SKU2223,1634,10,318,5098,Male,81,240,27,Mahindra Logistics,171,Vertex Suppliers,Ahmedabad,75,486,73,91.26010981,Pass,5,Road,240,25-05-2004
Cosmetics ,SKU2224,1080,4,168,7345,Other,61,351,56,Blue Dart,444,Prime Manufacturing,Bengaluru,28,191,59,60.55404363,Fail,4,Rail,609,26-05-2004
Cosmetics ,SKU2225,816,64,102,3861,Other,99,344,16,Safexpress,231,Prime Logistics,Nagpur,77,739,70,59.72586162,Fail,5,Road,344,27-05-2004
Health Care,SKU2226,661,20,191,2058,Other,63,305,95,Safexpress,163,Prime Industries,Chandigarh,34,575,70,54.27100518,Fail,5,Road,851,28-05-2004
HomeGoods,SKU2227,1811,48,271,8386,Female,50,284,95,Gati,193,Apex Trading,Tiruppur,5,778,12,66.26976153,Pass,2,Sea,664,29-05-2004
Cosmetics ,SKU2228,1279,31,317,7812,Female,67,263,46,Gati,247,Prime Industries,Kozhikode,70,774,22,80.03813997,Fail,1,Rail,550,30-05-2004
Cloths,SKU2229,2119,17,167,7546,Other,83,397,47,DHL Express,455,Prime Suppliers,Salem,68,214,78,62.66368446,Pending,1,Road,245,31-05-2004
Cosmetics ,SKU2230,1552,12,475,3566,Male,70,472,12,FedEx,309,Nova Trading,Hyderabad,11,521,73,40.67256387,Pass,4,Air,452,01-06-2004
Health Care,SKU2231,1462,47,299,7302,Female,99,296,14,Blue Dart,259,Global Suppliers,Vadodara,43,882,40,92.5023085,Fail,4,Sea,709,02-06-2004
Cosmetics ,SKU2232,1575,81,252,4436,Female,76,331,91,Blue Dart,341,Nova Logistics,Trivandrum,99,421,42,12.26610702,Pending,4,Rail,261,03-06-2004
HomeGoods,SKU2233,2874,66,214,2070,Male,73,219,21,FedEx,149,Apex Manufacturing,Bhubaneswar,9,239,45,93.33861512,Pass,1,Rail,632,04-06-2004
Cloths,SKU2234,910,53,453,3769,Other,65,496,12,Gati,345,Nova Logistics,Trivandrum,65,617,43,49.54922144,Fail,2,Rail,529,05-06-2004
SkinCare,SKU2235,1721,58,154,4155,Male,61,394,7,XpressBees,331,Prime Trading,Indore,24,285,48,88.94337841,Pending,1,Rail,676,06-06-2004
Cosmetics ,SKU2236,1077,28,351,7390,Male,56,231,56,Safexpress,266,Global Manufacturing,Tiruppur,93,178,67,53.32071272,Pending,1,Rail,204,07-06-2004
HomeGoods,SKU2237,2662,4,220,8605,Female,62,307,19,Gati,173,Nova Logistics,Amritsar,97,969,80,25.56492914,Pass,1,Rail,466,08-06-2004
Health Care,SKU2238,2292,70,204,7733,Female,82,276,52,XpressBees,321,Apex Suppliers,Hyderabad,54,233,61,68.68697625,Pass,4,Sea,132,09-06-2004
SkinCare,SKU2239,629,30,100,9226,Male,76,415,46,DHL Express,494,Global Industries,Ludhiana,73,607,74,44.97081381,Pass,4,Sea,360,10-06-2004
Cosmetics ,SKU2240,1773,97,207,2010,Female,57,206,20,India Post,361,Vertex Logistics,Pune,97,471,69,8.784193337,Pass,3,Road,968,11-06-2004
SkinCare,SKU2241,2456,33,302,8193,Female,61,392,51,Delhivery,466,Global Industries,Kochi,10,767,65,80.56190785,Pass,1,Air,119,12-06-2004
SkinCare,SKU2242,1868,69,493,6987,Male,95,489,91,DTDC,144,Nova Suppliers,Ranchi,22,216,8,43.64645563,Pass,1,Rail,391,13-06-2004
HomeGoods,SKU2243,2515,27,297,4452,Male,59,257,32,XpressBees,456,Vertex Manufacturing,Ballari,53,745,53,81.37530811,Pending,3,Road,681,14-06-2004
Cosmetics ,SKU2244,1440,14,112,3030,Male,88,365,9,Blue Dart,345,Vertex Trading,Chennai,46,129,60,48.33040234,Fail,1,Air,276,15-06-2004
SkinCare,SKU2245,1705,26,491,7328,Male,76,303,54,Mahindra Logistics,476,Nova Suppliers,Cuttack,96,504,33,74.15994797,Pass,5,Rail,287,16-06-2004
HomeGoods,SKU2246,2832,3,418,9348,Other,100,377,24,Delhivery,329,Apex Industries,Ahmedabad,22,794,31,63.50772215,Fail,4,Sea,773,17-06-2004
Health Care,SKU2247,942,88,259,9367,Male,95,396,85,DTDC,423,Vertex Trading,Mumbai,56,698,7,81.91374031,Fail,3,Air,648,18-06-2004
HomeGoods,SKU2248,2779,61,484,5982,Female,82,363,8,Gati,149,Prime Trading,Madurai,60,785,79,86.81045265,Pending,1,Road,862,19-06-2004
Cosmetics ,SKU2249,981,17,248,7808,Other,67,228,42,Mahindra Logistics,140,Vertex Industries,Gurgaon,68,839,15,62.76710774,Pass,5,Air,544,20-06-2004
Cloths,SKU2250,534,67,279,5938,Female,82,449,45,DTDC,434,Vertex Manufacturing,Hyderabad,21,299,24,93.59820704,Fail,2,Road,866,21-06-2004
Cosmetics ,SKU2251,1995,88,370,3584,Male,62,273,99,DHL Express,461,Global Suppliers,Trivandrum,90,322,67,79.36488366,Pending,4,Air,532,22-06-2004
SkinCare,SKU2252,2891,52,145,7379,Male,64,285,16,Delhivery,165,Apex Trading,Noida,40,364,52,31.08551056,Pending,2,Air,152,23-06-2004
Cosmetics ,SKU2253,2037,60,234,4998,Male,93,387,37,Blue Dart,228,Apex Manufacturing,Bhopal,30,345,72,96.30020285,Pending,5,Air,200,24-06-2004
Cloths,SKU2254,2930,27,337,6566,Male,64,222,45,Delhivery,187,Vertex Logistics,Hyderabad,39,997,11,17.30627229,Pass,2,Road,397,25-06-2004
Health Care,SKU2255,2653,26,206,6636,Male,64,427,11,DHL Express,130,Vertex Manufacturing,Mumbai,23,790,44,14.67098736,Pending,5,Road,376,26-06-2004
Health Care,SKU2256,2284,45,447,2903,Other,80,451,43,Mahindra Logistics,359,Vertex Trading,Mysuru,76,363,76,55.72253818,Fail,4,Rail,827,27-06-2004
Yogamats,SKU2257,2755,57,331,3046,Other,90,491,89,Safexpress,318,Vertex Trading,Hubli,60,293,79,91.3168651,Fail,2,Rail,130,28-06-2004
HomeGoods,SKU2258,927,37,452,5915,Male,83,491,95,Gati,116,Apex Logistics,Gurgaon,97,715,4,57.02572999,Pending,2,Rail,701,29-06-2004
SkinCare,SKU2259,2083,85,208,7907,Other,76,363,61,FedEx,162,Vertex Industries,Kannur,8,459,11,20.98970748,Fail,3,Rail,552,30-06-2004
Health Care,SKU2260,1624,18,336,4717,Male,58,240,51,DTDC,270,Apex Logistics,Vadodara,82,661,69,50.41391827,Pass,2,Rail,193,01-07-2004
